UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
4660,L52357,L,298.0,307.8,1615,26.0,78,0,0,0,0,0,0
4661,M11373,M,298.0,307.8,1648,46.7,81,0,0,0,0,0,0
4662,H70932,H,298.1,307.8,1440,33.3,86,0,0,0,0,0,0
4663,L52358,L,298.1,307.8,1606,32.0,88,0,0,0,0,0,0
4664,L52359,L,298.1,307.9,1827,30.4,4,0,0,0,0,0,0
4665,M11374,M,298.1,307.8,1548,43.0,7,0,0,0,0,0,0
4666,L52360,L,298.1,307.8,1625,40.2,9,0,0,0,0,0,0
4667,H70933,H,298.1,307.8,1675,40.3,14,0,0,0,0,0,0
4668,L52361,L,298.1,307.9,1716,32.4,16,0,0,0,0,0,0
4669,H70934,H,298.1,307.9,1579,44.4,21,0,0,0,0,0,0
4670,L52362,L,298.1,307.8,1734,33.4,23,0,0,0,0,0,0
4671,L52363,L,298.1,307.8,1777,40.7,25,0,0,0,0,0,0
4672,L52364,L,298.0,307.8,1562,38.6,27,0,0,0,0,0,0
4673,L52365,L,298.1,307.8,1694,23.1,29,0,0,0,0,0,0
4674,L52366,L,298.0,307.7,1535,60.3,31,1,0,0,1,0,0
4675,M11375,M,298.1,307.8,1683,45.7,34,0,0,0,0,0,0
4676,L52367,L,298.1,307.8,2064,41.8,36,1,0,0,1,0,0
4677,L52368,L,298.0,307.8,1621,43.4,38,0,0,0,0,0,0
4678,L52369,L,298.0,307.7,1404,60.5,40,0,0,0,0,0,0
4679,L52370,L,298.1,307.8,1489,51.4,42,0,0,0,0,0,0
4680,H70935,H,298.1,307.9,1649,43.5,47,0,0,0,0,0,0
4681,H70936,H,298.1,307.9,1641,32.9,52,0,0,0,0,0,0
4682,L52371,L,298.1,307.9,1648,34.5,54,0,0,0,0,0,0
4683,M11376,M,298.1,307.8,1738,22.0,57,0,0,0,0,0,0
4684,M11377,M,298.1,307.9,1880,36.3,60,0,0,0,0,0,0
4685,H70937,H,298.1,307.8,1571,46.6,65,0,0,0,0,0,0
4686,L52372,L,298.1,307.9,1742,46.3,67,0,0,0,0,0,0
4687,L52373,L,298.1,307.9,1736,46.2,69,0,0,0,0,0,0
4688,L52374,L,298.1,307.9,1749,34.8,71,0,0,0,0,0,0
4689,H70938,H,298.1,307.9,1545,45.5,76,0,0,0,0,0,0
4690,M11378,M,298.1,307.9,2039,48.2,79,1,0,0,1,0,0
4691,L52375,L,298.1,306.3,1731,17.7,81,1,0,0,1,0,0
4692,L52376,L,298.0,306.1,1815,43.0,83,0,0,0,0,0,0
4693,M11379,M,298.0,307.9,1579,60.8,86,1,0,0,1,0,0
4694,H70939,H,298.0,307.8,1646,37.1,91,0,0,0,0,0,0
4695,L52377,L,298.0,307.9,1942,14.8,93,1,0,0,1,0,0
4696,M11380,M,298.0,307.8,1311,31.9,96,0,0,0,0,0,0
4697,L52378,L,298.0,307.8,2214,21.9,98,0,0,0,0,0,0
4698,L52379,L,298.0,307.8,1746,33.7,100,0,0,0,0,0,0
4699,M11381,M,298.0,307.9,1745,27.8,103,0,0,0,0,0,0
4700,M11382,M,298.0,307.9,1592,49.3,106,0,0,0,0,0,0
4701,H70940,H,298.1,308.0,1685,47.8,111,0,0,0,0,0,0
4702,L52380,L,298.1,308.0,1575,43.4,113,0,0,0,0,0,0
4703,L52381,L,298.2,308.1,1686,52.3,115,1,0,0,1,0,0
4704,L52382,L,298.2,308.1,1654,34.3,117,0,0,0,0,0,0
4705,L52383,L,298.2,308.0,1767,40.7,119,0,0,0,0,0,0
4706,L52384,L,298.2,308.1,1630,61.9,8,1,0,0,1,0,0
4707,L52385,L,298.2,308.1,1669,45.9,10,0,0,0,0,0,0
4708,L52386,L,298.3,308.1,1612,45.8,12,0,0,0,0,0,0
4709,L52387,L,298.2,308.1,1789,32.3,14,0,0,0,0,0,0
4710,L52388,L,298.2,308.1,1723,35.8,16,0,0,0,0,0,0
4711,M11383,M,298.3,308.2,1413,30.0,19,0,0,0,0,0,0
4712,L52389,L,298.3,308.2,1489,56.8,21,0,0,0,0,0,0
4713,M11384,M,298.3,308.2,1746,24.4,24,0,0,0,0,0,0
4714,H70941,H,298.3,308.2,1628,49.1,29,0,0,0,0,0,0
4715,M11385,M,298.3,308.1,1683,45.8,32,0,0,0,0,0,0
4716,L52390,L,298.3,308.2,1873,24.0,34,0,0,0,0,0,0
4717,L52391,L,298.2,308.1,1643,51.4,36,0,0,0,0,0,0
4718,M11386,M,298.3,308.1,1476,37.4,39,0,0,0,0,0,0
4719,M11387,M,298.3,308.2,1736,26.8,42,0,0,0,0,0,0
4720,L52392,L,298.3,308.2,1740,43.6,44,0,0,0,0,0,0
4721,L52393,L,298.3,308.2,1703,31.8,46,0,0,0,0,0,0
4722,M11388,M,298.3,308.2,1679,38.0,49,0,0,0,0,0,0
4723,L52394,L,298.3,308.2,1632,34.9,51,0,0,0,0,0,0
4724,M11389,M,298.3,308.3,1781,31.2,54,0,0,0,0,0,0
4725,L52395,L,298.3,308.2,1680,28.1,56,0,0,0,0,0,0
4726,L52396,L,298.3,308.3,1662,48.0,58,0,0,0,0,0,0
4727,H70942,H,298.4,308.3,1672,43.2,63,0,0,0,0,0,0
4728,L52397,L,298.3,308.3,1641,42.6,65,0,0,0,0,0,0
4729,M11390,M,298.3,308.3,1713,36.4,68,0,0,0,0,0,0
4730,L52398,L,298.3,308.2,1665,40.5,70,0,0,0,0,0,0
4731,L52399,L,298.3,308.3,1803,32.6,72,0,0,0,0,0,0
4732,H70943,H,298.3,308.2,1750,32.5,77,0,0,0,0,0,0
4733,L52400,L,298.3,308.2,1655,57.1,79,1,0,0,1,0,0
4734,L52401,L,298.3,308.2,1535,48.8,81,0,0,0,0,0,0
4735,H70944,H,298.2,308.2,1605,34.4,86,0,0,0,0,0,0
4736,M11391,M,298.2,308.2,1733,25.0,89,0,0,0,0,0,0
4737,M11392,M,298.2,308.2,1806,23.0,92,0,0,0,0,0,0
4738,L52402,L,298.2,308.2,1731,33.7,94,0,0,0,0,0,0
4739,L52403,L,298.2,308.1,1577,41.1,96,0,0,0,0,0,0
4740,M11393,M,298.2,308.1,1714,41.2,99,0,0,0,0,0,0
4741,L52404,L,298.2,306.8,1586,41.5,101,0,0,0,0,0,0
4742,L52405,L,298.2,308.1,1693,43.3,103,0,0,0,0,0,0
4743,M11394,M,298.2,308.1,1730,29.6,106,0,0,0,0,0,0
4744,L52406,L,298.2,308.1,1551,55.1,108,0,0,0,0,0,0
4745,L52407,L,298.1,308.1,1612,38.0,110,0,0,0,0,0,0
4746,L52408,L,298.1,308.0,1647,42.9,112,0,0,0,0,0,0
4747,L52409,L,298.2,308.1,1692,33.4,114,0,0,0,0,0,0
4748,M11395,M,298.2,308.1,1540,43.1,117,0,0,0,0,0,0
4749,H70945,H,298.1,308.1,1596,60.8,122,1,0,0,1,0,0
4750,L52410,L,298.1,308.0,1806,30.1,124,0,0,0,0,0,0
4751,L52411,L,298.1,308.0,1785,28.8,126,0,0,0,0,0,0
4752,M11396,M,298.2,308.1,1723,31.4,129,0,0,0,0,0,0
4753,L52412,L,298.1,308.1,1627,36.7,131,0,0,0,0,0,0
4754,L52413,L,298.1,308.1,1689,34.8,133,0,0,0,0,0,0
4755,H70946,H,298.1,308.1,1692,29.6,138,0,0,0,0,0,0
4756,M11397,M,298.1,306.8,1664,39.5,141,0,0,0,0,0,0
4757,L52414,L,298.1,308.1,1653,55.6,143,1,0,0,1,0,0
4758,H70947,H,298.2,308.1,1648,38.5,148,0,0,0,0,0,0
4759,L52415,L,298.2,308.2,1490,39.0,150,0,0,0,0,0,0
4760,H70948,H,298.2,308.2,1704,43.4,155,0,0,0,0,0,0
4761,M11398,M,298.2,308.2,1652,46.5,158,0,0,0,0,0,0
4762,M11399,M,298.3,308.2,1592,53.7,161,0,0,0,0,0,0
4763,H70949,H,298.3,308.3,1532,42.4,166,0,0,0,0,0,0
4764,M11400,M,298.4,308.3,1575,40.0,169,0,0,0,0,0,0
4765,L52416,L,298.4,308.4,1637,30.1,171,0,0,0,0,0,0
4766,L52417,L,298.5,308.4,1559,47.4,173,0,0,0,0,0,0
4767,M11401,M,298.4,308.4,1650,31.6,176,0,0,0,0,0,0
4768,M11402,M,298.5,308.5,1589,31.2,179,0,0,0,0,0,0
4769,L52418,L,298.5,308.5,1834,41.9,181,0,0,0,0,0,0
4770,M11403,M,298.6,308.6,1705,55.4,184,1,0,0,1,0,0
4771,M11404,M,298.5,308.5,1637,47.3,187,0,0,0,0,0,0
4772,L52419,L,298.5,308.5,1649,39.6,189,0,0,0,0,0,0
4773,L52420,L,298.5,306.9,1865,30.2,191,0,0,0,0,0,0
4774,L52421,L,298.5,308.5,1717,55.2,193,1,0,0,1,0,0
4775,L52422,L,298.5,308.5,1586,39.4,195,0,0,0,0,0,0
4776,L52423,L,298.6,308.5,1687,37.1,197,0,0,0,0,0,0
4777,L52424,L,298.5,308.5,1605,45.6,199,0,0,0,0,0,0
4778,L52425,L,298.5,308.5,1649,35.5,201,0,0,0,0,0,0
4779,L52426,L,298.5,308.5,1674,32.5,203,0,0,0,0,0,0
4780,M11405,M,298.5,308.5,1676,33.4,206,0,0,0,0,0,0
4781,L52427,L,298.6,308.6,1703,33.4,208,0,0,0,0,0,0
4782,H70950,H,298.6,308.6,1728,28.7,213,0,0,0,0,0,0
4783,H70951,H,298.6,308.6,1844,27.6,218,0,0,0,0,0,0
4784,M11406,M,298.6,308.6,1527,49.7,221,0,0,0,0,0,0
4785,H70952,H,298.6,308.6,1702,46.7,226,0,0,0,0,0,0
4786,H70953,H,298.7,308.7,1596,31.8,231,0,0,0,0,0,0
4787,L52428,L,298.7,307.0,1625,48.9,233,1,0,0,0,1,0
4788,M11407,M,298.7,308.7,1728,43.1,236,1,1,0,0,0,0
4789,L52429,L,298.7,308.8,1718,36.8,238,0,0,0,0,0,0
4790,M11408,M,298.7,308.8,1685,27.7,241,0,0,0,0,0,0
4791,L52430,L,298.7,308.7,1658,43.4,243,0,0,0,0,0,0
4792,L52431,L,298.6,308.7,1702,58.7,245,1,0,0,1,1,0
4793,L52432,L,298.6,307.3,1596,40.1,247,0,0,0,0,0,0
4794,H70954,H,298.5,308.6,1649,50.0,252,0,0,0,0,0,0
4795,L52433,L,298.5,308.6,2168,37.9,7,0,0,0,0,0,0
4796,L52434,L,298.5,308.6,1567,49.2,9,0,0,0,0,0,0
4797,L52435,L,298.6,308.6,1814,38.5,11,0,0,0,0,0,0
4798,L52436,L,298.6,308.6,1962,15.9,13,1,0,0,1,0,0
4799,H70955,H,298.6,308.6,1786,32.8,18,0,0,0,0,0,0
4800,M11409,M,298.6,308.6,1742,41.3,21,0,0,0,0,0,0
4801,L52437,L,298.6,308.6,1438,50.8,23,0,0,0,0,0,0
4802,L52438,L,298.7,308.7,1539,38.5,25,0,0,0,0,0,0
4803,L52439,L,298.7,308.7,1641,40.3,27,0,0,0,0,0,0
4804,L52440,L,298.7,308.7,1621,34.1,29,0,0,0,0,0,0
4805,H70956,H,298.6,308.6,1625,55.6,34,1,0,0,1,0,0
4806,M11410,M,298.7,308.7,1316,55.0,37,0,0,0,0,0,0
4807,L52441,L,298.7,308.7,1741,33.2,39,0,0,0,0,0,0
4808,M11411,M,298.7,308.7,1713,24.8,42,0,0,0,0,0,0
4809,L52442,L,298.7,308.7,1695,21.9,44,0,0,0,0,0,0
4810,M11412,M,298.7,308.7,1790,46.0,47,0,0,0,0,0,0
4811,M11413,M,298.7,308.7,1615,41.4,50,0,0,0,0,0,0
4812,M11414,M,298.7,308.7,1545,32.2,53,0,0,0,0,0,0
4813,M11415,M,298.7,308.7,1677,42.7,56,0,0,0,0,0,0
4814,H70957,H,298.7,308.7,1748,27.7,61,0,0,0,0,0,0
4815,L52443,L,298.8,308.7,1593,47.9,63,0,0,0,0,0,0
4816,L52444,L,298.8,308.7,1881,36.2,65,0,0,0,0,0,0
4817,L52445,L,298.7,308.7,1725,29.2,67,0,0,0,0,0,0
4818,M11416,M,298.7,308.7,1760,36.3,70,0,0,0,0,0,0
4819,M11417,M,298.7,308.7,1700,36.0,73,0,0,0,0,0,0
4820,M11418,M,298.7,308.7,1745,43.7,76,0,0,0,0,0,0
4821,M11419,M,298.8,308.7,1560,51.7,79,0,0,0,0,0,0
4822,L52446,L,298.8,308.8,1496,51.1,81,0,0,0,0,0,0
4823,M11420,M,298.9,308.8,1711,41.6,84,0,0,0,0,0,0
4824,M11421,M,298.9,308.8,1687,38.1,87,0,0,0,0,0,0
4825,L52447,L,298.8,308.8,1751,34.3,89,0,0,0,0,0,0
4826,L52448,L,298.8,308.8,1686,22.3,91,0,0,0,0,0,0
4827,L52449,L,298.8,308.8,1694,39.8,93,0,0,0,0,0,0
4828,L52450,L,298.9,308.8,1551,31.5,95,0,0,0,0,0,0
4829,M11422,M,298.8,308.7,1543,52.2,98,0,0,0,0,0,0
4830,H70958,H,298.8,308.7,1597,38.0,103,0,0,0,0,0,0
4831,M11423,M,298.8,308.7,1656,47.5,106,0,0,0,0,0,0
4832,L52451,L,298.8,308.7,1632,35.2,108,0,0,0,0,0,0
4833,M11424,M,298.8,308.8,1562,33.2,111,0,0,0,0,0,0
4834,M11425,M,298.8,308.8,1567,46.0,114,0,0,0,0,0,0
4835,L52452,L,298.8,308.8,1689,42.8,116,0,0,0,0,0,0
4836,H70959,H,298.9,308.8,1645,43.2,121,0,0,0,0,0,0
4837,L52453,L,298.8,308.8,1588,39.1,123,0,0,0,0,0,0
4838,L52454,L,298.8,308.8,1684,47.9,125,0,0,0,0,0,0
4839,L52455,L,298.9,308.9,1757,46.4,127,0,0,0,0,0,0
4840,L52456,L,298.9,308.9,1845,18.2,129,0,0,0,0,0,0
4841,H70960,H,298.9,308.9,1456,37.4,134,0,0,0,0,0,0
4842,L52457,L,298.9,308.9,1619,50.1,136,0,0,0,0,0,0
4843,L52458,L,298.9,307.4,1690,29.8,138,0,0,0,0,0,0
4844,L52459,L,298.9,308.8,1555,23.1,140,0,0,0,0,0,0
4845,L52460,L,298.8,308.8,1541,38.6,142,0,0,0,0,0,0
4846,L52461,L,298.9,308.8,1695,45.2,144,0,0,0,0,0,0
4847,L52462,L,298.8,308.8,1691,35.4,146,0,0,0,0,0,0
4848,M11426,M,298.8,308.8,1590,52.9,149,0,0,0,0,0,0
4849,L52463,L,298.8,308.8,1496,58.4,151,1,0,0,1,0,0
4850,M11427,M,298.8,308.8,1848,20.7,154,0,0,0,0,0,0
4851,L52464,L,298.8,308.8,1559,36.2,156,0,0,0,0,0,0
4852,M11428,M,298.8,308.8,1689,17.2,159,1,0,0,1,0,0
4853,H70961,H,298.8,308.8,1587,46.6,164,0,0,0,0,0,0
4854,L52465,L,298.7,308.7,1548,33.2,166,0,0,0,0,0,0
4855,L52466,L,298.8,308.8,1595,35.2,168,0,0,0,0,0,0
4856,H70962,H,298.8,308.8,1686,51.5,173,1,0,0,1,0,0
4857,L52467,L,298.8,308.8,1643,26.7,175,0,0,0,0,0,0
4858,M11429,M,298.8,308.8,1802,24.2,178,0,0,0,0,0,0
4859,L52468,L,298.8,308.9,1826,17.2,180,1,0,0,1,0,0
4860,L52469,L,298.8,308.8,1569,52.7,182,0,0,0,0,0,0
4861,M11430,M,298.7,308.7,1468,50.4,185,0,0,0,0,0,0
4862,H70963,H,298.8,308.8,1671,37.1,190,0,0,0,0,0,0
4863,L52470,L,298.8,308.8,1526,27.2,192,0,0,0,0,0,0
4864,M11431,M,298.8,308.9,1559,48.3,195,0,0,0,0,0,0
4865,M11432,M,298.8,308.9,1529,67.5,198,1,0,0,1,1,0
4866,L52471,L,298.8,308.9,1741,37.6,200,0,0,0,0,0,0
4867,L52472,L,298.9,308.9,1699,28.0,202,0,0,0,0,0,0
4868,L52473,L,298.8,308.9,1531,52.4,204,1,1,0,0,0,0
4869,L52474,L,298.8,308.9,1647,28.7,206,0,0,0,0,0,0
4870,M11433,M,298.9,308.9,1627,36.3,209,0,0,0,0,0,0
4871,L52475,L,298.9,308.9,1843,13.6,211,1,0,0,1,0,0
4872,L52476,L,299.0,309.0,1697,37.0,213,0,0,0,0,0,0
4873,M11434,M,299.0,306.7,1714,27.2,216,0,0,0,0,0,0
4874,M11435,M,298.9,309.0,1641,52.6,219,1,0,0,1,0,0
4875,M11436,M,299.0,309.0,1701,30.2,222,0,0,0,0,0,0
4876,M11437,M,299.0,309.0,1489,47.8,225,0,0,0,0,0,0
4877,L52477,L,299.0,309.0,1556,39.0,227,0,0,0,0,0,0
4878,M11438,M,299.0,309.0,1698,41.3,230,0,0,0,0,0,0
4879,L52478,L,299.0,309.0,1499,45.2,232,0,0,0,0,0,0
4880,L52479,L,299.0,309.0,1618,39.5,234,1,1,0,0,0,0
4881,L52480,L,299.0,309.0,1673,33.5,236,0,0,0,0,0,0
4882,M11439,M,299.0,309.1,1599,31.9,239,0,0,0,0,0,0
4883,M11440,M,299.0,309.1,1473,45.1,242,0,0,0,0,0,0
4884,L52481,L,299.0,309.1,1643,21.0,244,0,0,0,0,0,0
4885,H70964,H,299.0,309.1,1400,56.8,249,1,0,0,0,1,0
4886,H70965,H,298.9,309.1,1698,41.3,6,0,0,0,0,0,0
4887,L52482,L,298.9,309.1,1703,36.6,8,0,0,0,0,0,0
4888,M11441,M,299.0,309.1,1568,42.7,11,0,0,0,0,0,0
4889,L52483,L,299.0,309.2,1558,34.1,13,0,0,0,0,0,0
4890,H70966,H,298.9,309.1,1764,38.2,18,0,0,0,0,0,0
4891,L52484,L,299.0,309.1,1748,28.7,20,0,0,0,0,0,0
4892,L52485,L,299.0,309.1,1575,43.8,22,0,0,0,0,0,0
4893,L52486,L,299.0,309.1,1761,39.2,24,0,0,0,0,0,0
4894,L52487,L,299.0,309.1,1653,41.9,26,0,0,0,0,0,0
4895,M11442,M,298.9,309.0,1601,54.8,29,1,0,0,1,0,0
4896,L52488,L,299.0,309.1,1598,32.0,31,0,0,0,0,0,0
4897,L52489,L,299.0,309.1,1520,38.7,33,0,0,0,0,0,0
4898,M11443,M,298.9,309.0,2015,23.5,36,0,0,0,0,0,0
4899,H70967,H,299.0,309.0,1809,45.5,41,0,0,0,0,0,0
4900,M11444,M,299.0,309.1,1576,39.8,44,0,0,0,0,0,0
4901,L52490,L,299.0,309.1,1655,40.2,46,0,0,0,0,0,0
4902,L52491,L,299.0,309.0,1700,38.4,48,0,0,0,0,0,0
4903,L52492,L,298.9,309.0,1678,34.2,50,0,0,0,0,0,0
4904,H70968,H,298.9,309.0,1506,65.0,55,1,0,0,1,0,0
4905,M11445,M,299.0,309.0,1632,40.4,58,0,0,0,0,0,0
4906,M11446,M,299.0,309.0,1678,43.0,61,0,0,0,0,0,0
4907,H70969,H,298.9,309.0,1616,28.6,66,0,0,0,0,0,0
4908,L52493,L,298.9,309.0,1984,48.9,68,1,0,0,1,0,0
4909,M11447,M,298.9,309.0,1449,38.8,71,0,0,0,0,0,0
4910,L52494,L,298.9,309.0,1459,44.5,73,0,0,0,0,0,0
4911,L52495,L,298.9,308.9,1486,49.0,75,0,0,0,0,0,0
4912,L52496,L,298.8,308.9,1732,39.0,77,0,0,0,0,0,0
4913,L52497,L,298.9,308.9,1661,33.2,79,0,0,0,0,0,0
4914,H70970,H,298.9,308.9,1834,16.7,84,1,0,0,1,0,0
4915,L52498,L,298.9,308.9,1705,36.1,86,0,0,0,0,0,0
4916,H70971,H,298.9,308.9,1709,33.2,91,0,0,0,0,0,0
4917,M11448,M,298.9,309.0,1624,28.6,94,0,0,0,0,0,0
4918,M11449,M,298.9,308.9,1581,54.5,97,1,0,0,1,0,0
4919,H70972,H,298.9,308.9,1622,49.8,102,0,0,0,0,0,0
4920,L52499,L,298.9,309.0,1943,21.7,104,0,0,0,0,0,0
4921,L52500,L,299.0,309.0,1611,41.5,106,0,0,0,0,0,0
4922,L52501,L,298.9,309.0,1758,31.8,108,0,0,0,0,0,0
4923,L52502,L,298.9,309.0,1620,43.7,110,0,0,0,0,0,0
4924,H70973,H,299.0,309.0,1628,32.0,115,0,0,0,0,0,0
4925,L52503,L,299.0,309.1,1756,34.6,117,0,0,0,0,0,0
4926,L52504,L,299.1,309.1,1770,49.6,119,1,0,0,1,0,0
4927,L52505,L,299.1,309.1,1631,48.2,121,0,0,0,0,0,0
4928,L52506,L,299.1,309.2,1510,55.1,123,0,0,0,0,0,0
4929,M11450,M,299.1,309.2,1703,37.8,126,0,0,0,0,0,0
4930,L52507,L,299.1,309.2,1751,25.4,128,0,0,0,0,0,0
4931,M11451,M,299.2,309.2,1802,49.2,131,1,0,0,1,0,0
4932,M11452,M,299.1,309.2,1669,49.3,134,0,0,0,0,0,0
4933,M11453,M,299.1,309.2,1533,46.3,137,0,0,0,0,0,0
4934,L52508,L,299.2,309.3,1803,32.6,139,0,0,0,0,0,0
4935,M11454,M,299.2,309.2,1775,29.3,142,0,0,0,0,0,0
4936,L52509,L,299.2,309.2,1706,45.4,144,0,0,0,0,0,0
4937,L52510,L,299.1,309.2,1736,31.1,146,0,0,0,0,0,0
4938,M11455,M,299.1,309.2,1757,36.9,149,0,0,0,0,0,0
4939,M11456,M,299.1,309.2,1539,69.1,152,1,0,0,1,0,0
4940,L52511,L,299.1,309.2,1516,61.3,154,1,0,0,1,0,0
4941,H70974,H,299.1,309.2,1621,47.9,159,0,0,0,0,0,0
4942,L52512,L,299.1,309.2,1674,33.4,161,0,0,0,0,0,0
4943,M11457,M,299.1,309.2,1718,32.8,164,0,0,0,0,0,0
4944,H70975,H,299.1,309.2,1620,47.2,169,0,0,0,0,0,0
4945,M11458,M,299.0,309.2,1544,55.0,172,0,0,0,0,0,0
4946,H70976,H,299.1,309.2,1660,34.9,177,0,0,0,0,0,0
4947,M11459,M,299.1,309.2,1673,35.4,180,0,0,0,0,0,0
4948,M11460,M,299.0,309.2,1485,40.9,183,0,0,0,0,0,0
4949,M11461,M,298.9,309.1,1814,26.1,186,0,0,0,0,0,0
4950,M11462,M,299.0,309.2,1752,26.4,189,0,0,0,0,0,0
4951,L52513,L,299.0,309.2,1656,28.2,191,0,0,0,0,0,0
4952,M11463,M,299.0,309.2,1675,45.5,194,0,0,0,0,0,0
4953,L52514,L,299.0,307.0,1590,42.7,196,0,0,0,0,0,0
4954,H70977,H,299.1,309.2,1545,51.4,201,1,1,0,0,0,0
4955,L52515,L,299.1,307.6,1774,22.6,203,0,0,0,0,0,0
4956,L52516,L,299.1,309.3,1858,24.8,205,0,0,0,0,0,0
4957,H70978,H,299.1,309.3,1651,44.6,210,1,1,0,0,0,0
4958,L52517,L,299.1,309.3,1626,31.3,212,0,0,0,0,0,0
4959,L52518,L,299.1,309.3,1660,32.0,214,0,0,0,0,0,0
4960,M11464,M,299.1,309.3,1674,50.1,217,1,1,0,0,0,0
4961,L52519,L,299.2,309.4,1715,34.5,219,0,0,0,0,0,0
4962,L52520,L,299.2,309.4,1759,35.6,221,1,1,0,0,0,0
4963,L52521,L,299.2,309.4,1698,37.5,223,1,1,0,0,0,0
4964,L52522,L,299.3,309.5,1729,38.1,225,1,1,0,0,0,0
4965,L52523,L,299.3,309.5,1796,46.8,227,0,0,0,0,0,0
4966,L52524,L,299.4,309.6,1591,27.9,229,0,0,0,0,0,0
4967,L52525,L,299.3,309.5,1876,38.1,231,0,0,0,0,0,0
4968,L52526,L,299.4,309.6,1674,51.6,233,1,1,0,1,1,0
4969,L52527,L,299.4,309.6,1775,61.3,235,1,1,0,1,1,0
4970,M11465,M,299.4,309.6,1632,26.4,238,1,1,0,0,0,0
4971,M11466,M,299.3,309.5,1667,43.3,241,0,0,0,0,0,0
4972,L52528,L,299.3,309.5,1674,38.1,243,0,0,0,0,0,0
4973,L52529,L,299.3,309.5,1735,39.0,245,0,0,0,0,0,0
4974,H70979,H,299.3,309.5,1733,32.1,250,0,0,0,0,0,0
4975,M11467,M,299.3,309.5,1643,47.6,253,1,0,0,0,1,0
4976,L52530,L,299.3,309.5,1683,47.0,3,0,0,0,0,0,0
4977,L52531,L,299.4,309.5,1509,65.2,5,1,0,0,1,0,0
4978,L52532,L,299.4,309.6,1672,26.8,7,0,0,0,0,0,0
4979,H70980,H,299.4,309.6,1782,22.5,12,0,0,0,0,0,0
4980,H70981,H,299.5,309.7,1497,60.5,17,1,0,0,1,0,0
4981,H70982,H,299.4,309.6,1641,39.5,22,0,0,0,0,0,0
4982,L52533,L,299.4,309.6,1544,35.4,24,0,0,0,0,0,0
4983,L52534,L,299.4,309.6,1645,41.9,26,0,0,0,0,0,0
4984,L52535,L,299.4,309.6,1639,26.1,28,0,0,0,0,0,0
4985,L52536,L,299.4,309.6,1627,43.8,30,0,0,0,0,0,0
4986,L52537,L,299.3,309.6,1556,39.2,32,0,0,0,0,0,0
4987,M11468,M,299.3,309.5,1592,50.7,35,0,0,0,0,0,0
4988,L52538,L,299.3,309.5,1686,48.6,37,0,0,0,0,0,0
4989,H70983,H,299.3,307.7,1547,49.4,42,0,0,0,0,0,0
4990,L52539,L,299.3,309.5,1556,41.9,44,0,0,0,0,0,0
4991,L52540,L,299.3,309.6,1637,56.0,46,1,0,0,1,0,0
4992,H70984,H,299.4,309.6,1702,45.8,51,0,0,0,0,0,0
4993,M11469,M,299.3,309.5,1716,34.7,54,0,0,0,0,0,0
4994,L52541,L,299.3,309.5,1650,31.9,56,0,0,0,0,0,0
4995,M11470,M,299.3,309.6,1630,33.0,59,0,0,0,0,0,0
4996,L52542,L,299.3,309.6,1590,45.9,61,0,0,0,0,0,0
4997,L52543,L,299.3,309.6,1714,26.7,63,0,0,0,0,0,0
4998,L52544,L,299.3,309.6,1487,41.6,65,0,0,0,0,0,0
4999,L52545,L,299.3,309.5,1605,31.7,67,0,0,0,0,0,0
5000,M11471,M,299.3,309.5,1828,27.5,70,0,0,0,0,0,0
5001,L52546,L,299.3,309.5,1725,29.1,72,0,0,0,0,0,0
5002,M11472,M,299.3,309.5,1762,39.8,8,0,0,0,0,0,0
5003,M11473,M,299.3,309.5,1702,47.6,11,0,0,0,0,0,0
5004,L52547,L,299.3,309.5,1657,33.2,13,0,0,0,0,0,0
5005,L52548,L,299.2,309.4,1731,19.2,15,1,0,0,1,0,0
5006,L52549,L,299.2,309.4,1573,71.5,17,1,0,0,1,0,0
5007,M11474,M,299.3,309.5,1660,51.2,20,0,0,0,0,0,0
5008,M11475,M,299.3,309.4,1690,49.3,23,0,0,0,0,0,0
5009,M11476,M,299.3,309.5,1564,56.3,26,1,0,0,1,0,0
5010,L52550,L,299.3,309.5,1658,40.9,28,0,0,0,0,0,0
5011,L52551,L,299.3,309.5,1634,38.6,30,0,0,0,0,0,0
5012,M11477,M,299.2,309.4,1575,53.6,33,0,0,0,0,0,0
5013,L52552,L,299.2,309.4,1518,53.5,35,0,0,0,0,0,0
5014,M11478,M,299.2,309.4,1611,46.2,38,0,0,0,0,0,0
5015,L52553,L,299.2,309.3,1590,48.8,40,0,0,0,0,0,0
5016,L52554,L,299.2,309.4,1673,27.6,42,0,0,0,0,0,0
5017,M11479,M,299.2,309.4,1735,37.4,45,0,0,0,0,0,0
5018,L52555,L,299.3,309.5,1434,57.0,47,0,0,0,0,0,0
5019,M11480,M,299.3,309.5,1639,48.0,50,0,0,0,0,0,0
5020,L52556,L,299.3,309.6,1643,25.4,52,0,0,0,0,0,0
5021,H70985,H,299.4,309.6,1601,34.7,57,0,0,0,0,0,0
5022,H70986,H,299.4,309.6,1501,55.4,62,0,0,0,0,0,0
5023,H70987,H,299.4,309.6,1669,44.6,67,0,0,0,0,0,0
5024,M11481,M,299.4,309.7,1437,41.8,70,0,0,0,0,0,0
5025,M11482,M,299.4,309.7,1654,42.1,2,0,0,0,0,0,0
